year,ref,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85
1981,0.0,-6.508333333333333,6.741666666666667,-15.508333333333333,-15.508333333333333,-3.508333333333333,34.49166666666667,-7.758333333333333,-0.7583333333333329,-1.2583333333333329,-17.008333333333333,15.241666666666667,-8.508333333333333,-10.508333333333333,0.49166666666666714,5.241666666666667,-0.5083333333333329,19.491666666666667,-11.758333333333333,17.491666666666667,23.491666666666667,11.491666666666667,-7.508333333333333,-5.508333333333333,13.991666666666667,-18.008333333333333,6.741666666666667,-14.758333333333333,-6.508333333333333,-3.508333333333333,34.49166666666667,0.9916666666666671,1.4916666666666671,-6.758333333333333,-11.758333333333333,14.991666666666667,-8.508333333333333,-8.758333333333333,0.49166666666666714,-23.508333333333333,-6.508333333333333,17.491666666666667,23.741666666666667,11.491666666666667
1982,0.0,22.491666666666667,4.991666666666667,18.491666666666667,-0.5083333333333329,-15.008333333333333,2.491666666666667,-9.758333333333333,-19.508333333333333,-0.00833333333333286,-0.5083333333333329,-13.508333333333333,5.491666666666667,-14.508333333333333,-12.508333333333333,-24.508333333333333,-13.508333333333333,22.491666666666667,5.491666666666667,6.491666666666667,5.491666666666667,19.491666666666667,-3.508333333333333,-27.508333333333333,33.49166666666667,22.491666666666667,4.991666666666667,17.991666666666667,13.741666666666667,-5.508333333333333,2.491666666666667,-7.758333333333333,-22.008333333333333,2.491666666666667,-0.00833333333333286,-13.508333333333333,5.491666666666667,-14.258333333333333,-12.508333333333333,-18.508333333333333,4.991666666666667,6.991666666666667,5.491666666666667,19.241666666666667
1983,0.0,-1.7583333333333329,-22.508333333333333,-9.508333333333333,-5.508333333333333,0.24166666666666714,-21.508333333333333,1.9916666666666671,-6.508333333333333,-24.258333333333333,7.491666666666667,4.491666666666667,-7.508333333333333,11.491666666666667,-22.758333333333333,-6.258333333333333,5.491666666666667,-9.508333333333333,-3.508333333333333,23.991666666666667,40.74166666666667,5.491666666666667,6.491666666666667,-4.508333333333333,22.491666666666667,-2.008333333333333,-10.008333333333333,-8.008333333333333,-5.508333333333333,5.491666666666667,-21.508333333333333,9.241666666666667,-6.508333333333333,-21.508333333333333,-2.008333333333333,4.491666666666667,-7.508333333333333,11.491666666666667,-22.508333333333333,0.24166666666666714,-6.508333333333333,23.991666666666667,40.74166666666667,5.491666666666667
1984,0.0,9.491666666666667,-13.508333333333333,4.491666666666667,7.491666666666667,7.491666666666667,18.491666666666667,-15.508333333333333,12.491666666666667,-14.508333333333333,-16.508333333333333,14.491666666666667,13.741666666666667,-11.508333333333333,-18.508333333333333,-22.758333333333333,-15.508333333333333,19.491666666666667,0.49166666666666714,49.74166666666667,-30.758333333333333,31.491666666666667,11.991666666666667,-23.008333333333333,5.491666666666667,9.491666666666667,-13.508333333333333,5.491666666666667,7.491666666666667,11.741666666666667,18.491666666666667,-15.508333333333333,17.491666666666667,-14.508333333333333,-13.758333333333333,13.241666666666667,13.741666666666667,-11.258333333333333,-16.508333333333333,-23.258333333333333,-17.508333333333333,49.74166666666667,-14.258333333333333,31.491666666666667
1985,0.0,-11.508333333333333,8.491666666666667,-5.508333333333333,-6.508333333333333,-0.5083333333333329,18.491666666666667,8.491666666666667,3.741666666666667,15.241666666666667,-1.7583333333333329,21.241666666666667,-1.0083333333333329,-15.508333333333333,1.4916666666666671,7.491666666666667,-16.508333333333333,7.241666666666667,5.491666666666667,28.491666666666667,10.491666666666667,23.741666666666667,8.491666666666667,-6.508333333333333,-3.508333333333333,-11.508333333333333,9.491666666666667,-6.258333333333333,-6.508333333333333,-0.5083333333333329,18.491666666666667,8.491666666666667,3.741666666666667,-3.508333333333333,-1.0083333333333329,20.991666666666667,-1.0083333333333329,-15.508333333333333,2.491666666666667,7.491666666666667,5.491666666666667,28.491666666666667,10.491666666666667,23.491666666666667
1986,0.0,-12.508333333333333,-26.008333333333333,-17.508333333333333,-6.258333333333333,-15.508333333333333,6.491666666666667,25.491666666666667,5.491666666666667,-22.258333333333333,2.491666666666667,14.491666666666667,-12.508333333333333,13.491666666666667,-10.508333333333333,11.491666666666667,-1.0083333333333329,16.991666666666667,4.491666666666667,25.491666666666667,15.241666666666667,11.491666666666667,7.491666666666667,-11.508333333333333,7.491666666666667,-26.508333333333333,-16.508333333333333,-2.508333333333333,-5.508333333333333,-13.508333333333333,6.491666666666667,25.491666666666667,5.491666666666667,-26.508333333333333,-10.508333333333333,14.491666666666667,-11.758333333333333,8.491666666666667,-10.508333333333333,11.491666666666667,4.491666666666667,25.491666666666667,15.241666666666667,11.491666666666667
1987,0.0,3.491666666666667,-18.508333333333333,13.991666666666667,0.49166666666666714,0.9916666666666671,-18.508333333333333,5.991666666666667,-7.258333333333333,2.741666666666667,-25.508333333333333,-12.508333333333333,7.991666666666667,-9.508333333333333,-20.508333333333333,9.741666666666667,-9.258333333333333,-2.508333333333333,0.24166666666666714,16.491666666666667,26.491666666666667,4.491666666666667,-6.508333333333333,-3.758333333333333,-5.508333333333333,3.491666666666667,-22.508333333333333,14.741666666666667,0.49166666666666714,1.2416666666666671,-18.508333333333333,1.4916666666666671,-4.758333333333333,-3.258333333333333,-25.508333333333333,-12.508333333333333,7.991666666666667,-11.258333333333333,-20.508333333333333,9.741666666666667,-0.5083333333333329,16.491666666666667,23.241666666666667,4.491666666666667
1988,0.0,-7.258333333333333,1.4916666666666671,2.491666666666667,-12.508333333333333,-13.508333333333333,10.491666666666667,-3.508333333333333,-17.508333333333333,6.491666666666667,-5.508333333333333,-8.508333333333333,-24.508333333333333,8.491666666666667,-3.508333333333333,-4.508333333333333,-0.5083333333333329,1.4916666666666671,-9.508333333333333,11.491666666666667,-17.508333333333333,29.491666666666667,-9.508333333333333,11.491666666666667,11.491666666666667,-10.258333333333333,0.24166666666666714,2.491666666666667,-12.508333333333333,-13.508333333333333,10.491666666666667,-4.008333333333333,-17.508333333333333,2.491666666666667,-5.508333333333333,-8.758333333333333,-15.508333333333333,13.991666666666667,-3.508333333333333,-4.508333333333333,-10.508333333333333,11.491666666666667,-17.508333333333333,29.491666666666667
1989,0.0,0.49166666666666714,-28.008333333333333,5.741666666666667,-11.508333333333333,-13.508333333333333,3.741666666666667,23.491666666666667,18.991666666666667,-16.508333333333333,1.4916666666666671,5.491666666666667,-17.508333333333333,-32.75833333333333,-3.258333333333333,-12.508333333333333,-5.008333333333333,8.991666666666667,10.241666666666667,35.24166666666667,5.991666666666667,33.49166666666667,15.491666666666667,-8.508333333333333,7.491666666666667,0.49166666666666714,-25.508333333333333,5.741666666666667,-12.508333333333333,-13.508333333333333,3.741666666666667,11.991666666666667,-2.508333333333333,-16.758333333333333,1.4916666666666671,5.491666666666667,-17.508333333333333,-30.008333333333333,3.991666666666667,-11.508333333333333,10.491666666666667,35.24166666666667,5.991666666666667,33.49166666666667
1990,0.0,-35.50833333333333,9.491666666666667,7.491666666666667,31.491666666666667,3.491666666666667,-9.258333333333333,5.991666666666667,-14.008333333333333,9.741666666666667,18.741666666666667,10.491666666666667,-16.508333333333333,-21.508333333333333,-4.008333333333333,-2.508333333333333,9.491666666666667,18.491666666666667,10.491666666666667,40.24166666666667,0.49166666666666714,33.49166666666667,9.991666666666667,0.49166666666666714,20.491666666666667,-31.008333333333333,9.491666666666667,7.491666666666667,31.491666666666667,3.491666666666667,-8.508333333333333,4.991666666666667,-14.008333333333333,9.741666666666667,18.741666666666667,10.491666666666667,-16.258333333333333,-21.508333333333333,-4.008333333333333,-2.508333333333333,10.491666666666667,40.24166666666667,-1.0083333333333329,33.49166666666667
