year,ref,CRCM5_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85
1981,0.0,-1.6624505201141524,-2.2575899843505525,-1.7204455491116661,-10.519119948448868,-6.21174629476204,-8.897468470956461,-7.335192856485321,-9.341268526189822,6.755942189082205,-6.206222958667038,2.4035533462211163,4.786596704409462,-4.762699070238426,-2.565515971646878,2.8371352296787222,-1.6097026604068887,-10.641461842953149,5.0147104851330155,-0.037208874159993854,-2.602522323483388,5.036251495903521,-9.948283163030474,8.413495351192118,-6.623511000644392,-3.1258584184847678,-5.869299456871953,-9.801638589708187,-8.08802356623401,2.481156218355885,4.938488447021996,-0.7549663997054239,-0.684820031298905,-0.6892387001749114,-7.413900395839089,-2.4779710945411075,-1.9728620086532302,-0.05874988493049926,4.023547822885021,13.457958206756878,6.997588143238509,-9.976728343919731,0.6228297891926715,5.139537880880049
1982,0.0,1.4905458897173887,-6.5953419865598875,-9.08526189818651,15.450777869833374,-8.85438644941545,-15.967062505753479,-10.154027432569276,-4.242124643284548,1.1475467182177965,-10.181644113044282,-8.204013624229038,-6.208984626714539,-9.794458252784686,3.856466906011228,-4.984184847647985,-5.984461014452734,-2.912105311608215,-0.2305256374850444,-4.5014452729448635,-7.985013348062232,-9.8585289514867,16.212722084138818,2.270717113136328,-8.828702936573695,-7.4964742704593625,-9.0499125471785,-16.49260793519286,-3.257037650741051,-7.735634723372922,-6.742815060296422,-6.483770597440859,5.1464420509988,-2.9286753198932196,-10.694485869465161,-8.115364079904268,-4.281892663168559,2.0796096842492844,-3.6624505201141524,6.1271103746662945,1.4761852158703803,-2.4702384240081052,-3.879517628647708,-9.117573414342267
1983,0.0,5.736610512749699,-11.667697689404402,-3.4224615667863425,-6.260351652398054,-6.096308570376511,-15.80826659302219,10.421504188529866,-18.246267145355798,-2.7030470404124145,-6.782583080180434,-8.796115253613188,-9.56800147288963,-0.13359108901777006,-1.6003129890453884,4.205541747215314,-8.060683052563753,-10.120335082389769,-1.2186504648807883,-6.244057810917798,-17.2551044831078,-8.234944306361047,-6.6494706802909,-1.1366289238700205,-5.790039583908683,-12.580152812298632,-5.960986836048978,-16.140219092331773,-17.555021633066374,-8.115916413513766,-9.70000920556016,-15.910172143974965,-0.6218539998158903,-6.660517352480902,9.459891374390125,2.732191843873693,-7.992193684985736,-3.8831077971094565,5.591899107060662,4.275688115621833,0.13511921200404942,-9.526576452177117,-5.504206940992365,-7.899953972199214
1984,0.0,-13.505035441406612,-0.5003406057258601,-3.148504096474273,9.097284359753289,-5.407824726134589,-7.108459909785513,-21.711608211359668,0.3949921752738632,-8.911552977998713,-4.065654055049254,4.9235754395654965,-4.163969437540278,3.879664917610235,-1.1589984350547766,4.012224983890263,1.638295130258669,1.656245972567426,1.858400073644475,2.6659118107336823,1.2268065911810666,4.076019515787529,9.966105127497002,-7.414452729448591,-5.5031022737733615,-2.105698241738015,-3.0015833563472363,-7.495645770045112,1.6609408082481778,4.810070882813214,-4.433508238976344,2.2585657737273266,0.8136610512749698,4.382012335450611,-21.820970266040693,8.165497560526553,7.245585933904074,-11.753585565681675,4.863647242934732,9.030451993003773,3.8619902421062307,3.0033876461382647,3.0622111755500256,4.2315014268618185
1985,0.0,-3.41583356347234,0.3869833379361083,0.42481819018686906,-17.33049802080457,1.8462487342354734,-7.879793795452457,-7.796667587222686,0.18897173893031294,-7.284101997606559,-0.8510724477584475,3.017195986375768,-4.389045383411585,-3.505863941820863,-0.13138175457977042,-0.7651845714811785,-0.6770873607659098,16.27679278284083,-9.946073828592475,-8.829255270183193,9.179029733959311,-6.325250851514319,-16.764632237871677,-5.682610696860909,2.139261714075296,-0.4047868912823418,0.04453650004602139,-8.403129890453837,0.9818466353677593,2.7656080272484544,-5.185786615115532,11.14782288502255,1.634981128601673,1.3201509711865924,-7.961539169658476,-1.3020528399153122,13.966657461106507,5.263812943017577,0.177648899935555,-7.1838534474822815,-8.552259965018877,17.196428242658563,-8.389597717021086,-5.043284543864498
1986,0.0,-0.4185952315198449,-5.308404676424566,-5.196557120500785,-6.990260517352485,-9.69476203626991,-13.602246156678639,-7.4981312712878605,-4.057921384516252,-0.5489459633618736,-4.609150326797391,-0.9242566510172168,-3.251238147841299,-15.958777501610978,-5.555850133480625,-0.725140384792418,-12.387940716192585,0.17295406425480309,0.2770689496455816,-5.8502439473442,-2.5401086256098715,-3.9283991530884705,-6.52906195341987,0.8655804105679792,-9.53209978827212,-6.595065819755135,-3.894154469299462,-13.833397772254447,-2.7129890453834165,-0.6298628371536452,-3.4133480622295913,-0.536794623952872,-4.484875264659859,-10.859081285096202,-7.276921660683055,-13.930332320721721,-0.22030746570928983,-2.528233453005619,0.48005155113688147,3.5347325784773957,2.1331860443707953,1.1806867347878054,-5.466095921936855,-3.152094264936025
1987,0.0,-7.81544692994569,-8.719340881892666,-0.6991807051459134,7.644094633158424,2.1246248734235422,-9.380484212464332,-14.121163582804016,-2.4503544140661013,8.221283255086071,-0.053226548835503706,-3.0076590260517406,-1.9341986559882223,0.9558869557212546,4.812556384055966,3.0909325232440352,2.6678449783669294,11.686348154285184,1.5988032771794138,-0.5718678081561279,2.541084414986649,-7.214784129614291,8.33589247905735,9.754009021448951,2.359366657461102,-9.643947344195897,0.42785602503911946,-9.984737181257483,-1.437650741047598,-2.5577833011138758,-2.247095645770049,4.07767651661603,6.549921752738648,4.148099051827302,-13.728178219644668,3.63691429623492,14.837411396483475,10.54495075025315,4.270717113136328,5.019129154009015,3.215207585381563,13.051993003774278,0.03017582619902015,-6.242953143698799
1988,0.0,-6.764908404676429,-2.8513486145632,6.053373837798027,4.317389303139095,5.865856577372732,-5.01428702936574,-11.425499401638593,4.663702476295676,-0.6823345300561598,-0.07117739114425348,-0.46084875264660496,2.936279112583996,1.9009297615759877,-6.750547730829425,5.888226088557488,6.787977538433211,10.955058455307004,5.253042437632324,11.409905182730363,4.9705237963730085,0.6811009849949343,5.361023658289604,0.9036914296234855,5.8918162570192365,-4.0242290343367415,0.6797201509711854,-5.065101721439753,5.622553622387919,-0.561925803185126,3.0729816809352783,6.858400073644475,-5.8679186228482045,8.817527386541464,-11.675982693546906,7.238957930590075,3.8401730645309726,5.788253705237963,7.079333517444532,1.7410291816256986,7.02189082205652,12.351910153732852,12.325950474086348,1.0398416643652695
1989,0.0,-7.145742428426775,-5.126963085703768,1.132081377151799,-5.231077971094546,0.8920924238239891,-10.267255822516805,-10.916523980484218,-7.956015833563477,-9.947730829420973,-0.7812022461566812,-3.8582527846819517,-9.465819755132102,-4.853834115805949,-1.1062505753475165,2.142023382122801,0.5667679278284012,-0.48984626714536006,2.182343735616307,-3.5434226272668745,-5.141047592746023,-0.7058087084599123,-4.193243118843785,-8.606940992359387,1.3024762956825882,-6.434612906195344,-0.2852066648255587,-10.460572585841852,-6.973414342262732,-3.2827211635828064,-9.738672558225172,-3.739777225444172,-0.5544692994568763,1.8694467458344803,-11.151818098131276,-1.8927736352757094,-0.42688023566234534,0.8440393997974738,4.311313633434594,-0.14436159440302276,3.8064807143514656,0.36185215870385434,-2.85659578385345,-0.6039031575071405
1990,0.0,-2.6367670072723968,14.354395654975605,4.0564116726502775,-13.842511276811198,8.644370799963177,-1.753309398876926,-9.466648255546353,0.7678173616864541,-7.918457148117465,5.75014268618245,9.238129430175825,6.089827856025032,5.221007088281318,-9.466648255546353,9.964724293473253,4.385326337107607,-3.9659578385344787,13.695461658841936,-8.470238424008105,-1.6204731657921414,-0.5514314646046259,-13.071177391144253,-6.588990150050634,9.000902144895512,12.360195157875353,6.120206204547543,-2.485979931878859,2.0254809905182682,8.889054588971732,5.9155666022277416,-0.5196722820583659,-8.356181533646325,5.749590352572952,-9.85052011414895,8.495240725398133,0.011120316671267005,7.90120592838074,11.404658013440113,-8.264217987664551,16.571738930313906,-3.321660683052567,-7.832293105035447,-0.09465156954801301
1991,0.0,-7.775678910061682,-9.746129061953425,8.877179416367483,-4.950216330663725,8.80068121145171,-11.920390315750716,-9.487084599097859,-7.434336739390595,-7.441793243118848,-1.9963361870569862,8.9456687839455,-2.912657645217717,6.735782012335449,-5.502826106968612,14.47314738101813,6.854257571573228,-3.8132375955076903,0.06165884194052751,-5.775678910061682,-4.218650464880792,-3.052674215226002,-4.105145908128513,-5.872337291724204,8.5336279112584,-10.49730277087361,-1.533480622295869,-12.138562091503271,-6.498959771702111,9.076019515787529,-3.3641903709840797,-2.7613182362146773,-4.014563196170492,8.377041332965106,-9.623787167449144,9.452711037466628,2.7145171683696887,0.9136334345944945,15.876350915953232,1.0202338212280182,1.5659394274141576,-2.8704041240909532,-5.106250575347513,-2.933093988769219
1992,0.0,-5.148227929669524,-6.69503820307466,-7.783411580594684,1.2513854368038224,-9.363914204179327,-11.940550492497472,-13.044941544693,-7.76380373745743,-8.101003406057263,-8.838921108349446,-6.441793243118848,3.613716284635913,-0.9245328178219694,-13.28493049802081,-3.0601307189542517,-9.783963914204183,7.542465249010398,9.014158151523517,-3.4498020804565996,-4.08609039860076,-6.4779710945411075,1.6333241277731716,-6.942759826935472,-9.262284820031304,-7.549222130166623,-7.514425112768116,-12.238534474822796,-7.230525637485044,-6.236601307189545,3.5745005983614035,-2.745024394734422,-12.327736352757068,-7.948283163030474,-12.944969161373475,2.0577925066740264,0.06801067844978093,1.3991346773451099,-1.9435883273497225,-8.609978827211641,10.875246248734229,8.263260609408078,-2.9002301390039626,-5.151818098131276
1993,0.0,-1.2705698241738048,-5.76573690509068,-5.398158887968336,-14.761594403019426,-11.018429531436993,-19.21285096198104,-1.5547454662616254,2.1569363895793003,2.085961520758538,-9.446211911994848,-3.016772530608492,-6.699456871950662,-1.1103930774187631,-3.1206112491945177,-6.311442511276816,-7.80605725858419,4.379803001012611,-0.0032403571757413374,-5.076424560434507,-4.244886311332049,-6.357838534474826,-14.016496363803743,3.5990794439841594,-11.035275706526747,-6.948283163030474,-9.868470956457703,-19.357286200865325,3.434760195157871,-2.9803185123814835,-7.299291171867811,-2.1360765902605223,-1.9596060020252253,-6.490674767559611,-1.4321274049525954,1.0947988585105364,-1.879793795452457,0.49165055693638493,-5.471619258031854,7.988474638681758,1.8771794163674826,5.66121697505293,-4.596170486974135,-5.752204731657926
1994,0.0,-7.134143422627272,-2.4166620638865908,8.282868452545337,-8.058197551321001,-0.8287029365736913,-14.589266316855383,-12.963472337291726,-12.070348890730006,1.6537604713246736,-11.385731381754585,6.272926447574328,8.366270827579854,-6.215336463223792,-1.978937678357731,-2.1601031022737764,-6.002688023566236,-5.300672005891563,4.1218632053760444,5.404934180244865,-5.6516800147289,-17.218650464880792,-7.302605173524814,2.802338212280212,-0.738396391420423,-3.621025499401643,-11.000754855932989,-15.158722268250028,-11.244610144527297,6.202780079167816,8.063315842769029,-4.030580870845995,-0.3420970266040726,-4.064273221025502,-12.822074933259692,-2.484875264659859,-3.5583356347233774,23.674196814876183,-0.6900672005891622,4.631114793335172,6.023271656080269,-4.463058087084605,5.973837798030004,-16.066758722268254
1995,0.0,-5.937236490840473,-5.316965847371815,3.065249010402276,0.08568535395378518,1.038184663536775,-8.839749608763697,-4.167007272392528,2.617306453097669,-6.191862284820036,-10.0554358832735,0.8454202338212227,0.865028076958481,-2.9510448310779758,-8.388769216606835,2.3908496732026094,-8.72569271840192,9.78797753843321,10.557930590076403,2.2268065911810666,7.522581239068394,-1.0416275430360002,0.8324403939979703,-4.822627266869194,0.6703304796096816,-6.48680843229311,-9.277197827487807,-9.537899291171872,3.566215594218903,0.7194881708551932,0.25828960692257397,9.524238239896896,-8.505587775016114,-7.4486974132376,-4.210365460738291,0.1944950750253085,9.055583172236027,8.465967044094633,3.208027248458066,1.8169750529319657,13.998140476848015,10.559587590904904,2.968866795544507,-0.6069409923593909
1996,0.0,-3.9488354966399726,-9.659136518457153,-8.234944306361047,6.839344564116722,-14.713541378992915,1.4742520482371333,-11.784516247813684,-0.9720335082389795,-3.73508238976342,5.190628739758807,-7.3755132099788305,-5.140771425941271,12.534180244867898,-7.059026051735252,-9.197109454110286,11.000902144895512,-2.1639694375402776,2.590242106232161,-0.7718125747951774,-2.5829144803461332,-1.3719230415170784,7.296124459173335,-2.6848200312989086,-14.274159992635557,-10.336021356899572,5.327607474914842,0.2588419405320792,-0.1404952591365216,-7.579600478689134,-5.398158887968336,-0.8720611249194548,-5.922323483383966,13.108331031943287,-12.020362699070244,17.02575715732302,-0.49702660406886423,-2.2208597993187915,-8.262560986836053,-0.7265212188161669,4.396649176102365,-1.7243118843781673,-0.028923870017493414,-0.34927736352757677
1997,0.0,5.812280217251214,-5.179158611801533,-9.218926631685541,17.60073644481266,-5.4224615667863425,7.659559974224429,-1.5425941268526238,-7.377170210807332,0.6015649452269116,-3.1305532541655197,-3.8367117739114462,-3.9300561539169685,4.956163122526,-1.2233453005615402,-1.1407714259412742,6.541360581791395,-3.0656540550492544,2.571462763509153,-0.30785234281506746,-0.3622572033508291,-0.34900119672282415,18.79322470772346,2.3074472981680927,-5.77733591089018,-6.166731105587779,-2.6248918346681442,6.445530700543124,-6.349553530332326,-3.8634999539722017,-4.195452453281785,1.8559145724017299,0.08706618797753407,8.69739482647519,-1.9607106692442287,7.315732302310593,1.3030286292920863,0.485022553622386,0.022719322470770464,2.469833379361127,4.133186044370795,-2.158169934640526,0.4651385436803821,0.646303967596424
1998,0.0,-2.532928288686371,-3.199871122157788,5.610126116174165,5.753732854644198,1.6888336555279366,-10.156789100616777,1.6402282978919231,-2.1313817545797704,-3.0921660683052608,-0.6312436711773941,-3.8182085979931912,-0.44704041240910186,3.0365276627082736,13.259946607751075,4.237024762956821,6.961962625425755,5.723354506121694,1.502144895516885,5.370413329651107,-0.5823621467366351,6.714241001564943,6.77969253429071,-1.282997330387559,1.9246801067844928,-4.725416551597167,-0.3926355518733331,-10.669078523428155,-1.225554634999547,-3.772364908404679,-0.5392801251956243,1.1696400625978072,14.397753843321361,9.088723188806036,1.176268065911806,5.598527110374661,5.056964006259776,14.683586486237687,5.565387093804652,10.467624044923127,2.8302310595599707,6.830783393169469,6.072153180521028,6.543293749424649
1999,0.0,-3.6514038479241506,10.050336002945777,24.370413329651107,-14.677915861180157,23.324017306453094,-6.774021909233181,-4.069796557120505,5.254147104851327,-4.3904262174353335,8.039565497560524,27.527276074749146,-3.4417932431188483,7.920537604713246,9.873313081100981,24.536113412501145,15.898444260333235,8.462100708828132,-0.10183190647151008,4.722526005707444,-8.233839639142044,5.744619350087447,-13.997440854275986,-3.307023842400813,22.854533738377974,7.764227193224706,8.686071987480432,-7.5031022737733615,6.1475467182177965,28.49275522415539,-3.5829144803461332,-6.978661511552982,11.02713799134677,17.293915124735335,-4.1739114425112795,10.780521034704961,11.485851054036637,-2.385731381754585,26.66563564392893,5.751523520206199,1.214655251772065,9.699327994108437,5.481708551965383,5.7404768480162005
2000,0.0,-4.295977170210811,5.444978366933626,-0.39153088465433683,2.2442050998803253,-1.5105587775016147,0.6073644481266669,-4.852177114977451,-6.800257755684438,8.451054036638126,6.186210070882808,10.337273313081099,2.426751357820116,-0.7499953972199265,7.250556936389579,1.8230507226364665,5.801785878670714,1.686624321089937,6.3306453097670925,6.543846083034147,-6.120058915585016,-0.1219920832182666,2.584718770137158,9.991236306729263,-1.3989873883825865,3.613992451440666,6.529761575991898,-0.400644389211088,-5.73397772254442,10.460996041609128,2.4118383503636167,-4.2156126300285415,8.611230783393168,7.625039123630671,-4.919285648531716,2.081266685077786,0.4971738930313876,11.63249562735892,3.3571573230231024,15.325398140476842,8.015538985547266,2.9481542851882523,7.456025039123624,-0.18412961428703056
2001,0.0,-3.487360765902608,5.766712694467458,4.906176930866238,-2.856043450243952,2.659559974224429,-4.8223511000644415,-0.06372088741600379,-2.93060848752647,0.9752186320537533,-0.6301390039583978,-2.0079351928564897,-2.9629200036822283,12.976047132468004,8.961686458621003,1.6374666298444254,20.162735892479056,4.7689220289054575,11.32070330479609,14.308551965387089,1.325674307281595,8.168811562183556,-1.860738285924704,2.9415262818742463,2.2969529595875855,4.754561355058449,0.451330203442879,-5.795286753198937,-1.819313265212191,-1.9681671729724783,-3.3815888796833313,3.0655251772070287,10.260222774555828,21.541360581791395,-0.664383687747403,16.386707171131363,5.671435146828678,11.51098223326889,2.8178035533462165,1.0009021448955124,13.7553898554727,5.602117278836417,15.455748872318878,8.513743901316388
2002,0.0,-2.4266040688575927,2.2831446193500824,5.770302862929206,23.94263094909325,0.6004602780079153,2.1569363895793003,-6.630415170763143,8.194771241830061,-11.059302218540001,-4.433784405781097,-0.076148393629758,9.377869833379357,3.316560802724844,-3.2727791586118045,5.464586210070877,1.4424928656908733,11.776930866243205,9.9456687839455,5.5976986099604105,9.400515511368866,7.757875356715452,24.67612998250943,-9.68979103378441,0.8037190463039607,0.5214765718493908,-4.347620362699075,1.4745282150418788,9.3411396483476,-0.09796557120500893,9.05889717389303,11.537218079720148,-1.8115805946791887,2.7733406977814568,-6.497855104483111,5.699051827303684,14.698499493694186,10.107778698333789,6.364061493141854,0.39996317775936063,12.116339869281042,13.406038847463861,6.142023382122801,8.006977814600013
2003,0.0,7.213550584553069,-2.725140384792418,14.177648899935555,-8.29735800423456,17.63304796096842,-12.030857037650744,5.454091871490377,1.629733959311423,5.346110650833097,-6.168111939611528,18.213826751357814,-3.8781367946239556,-3.6936573690509107,-3.1311055877750213,16.052545337383776,-5.337954524532822,4.099769860996041,-5.2476479793795505,-2.7033232072171636,-3.447868912823349,-7.047150879130999,-7.7654607382859275,6.848734235478226,16.99151247353401,-3.861014452729453,-6.062616220197004,-13.079186228482008,2.709822332688937,18.828297891926717,-3.991089017766736,-1.551983798214124,-1.7999815888796888,-3.0896805670625085,4.729982509435693,-0.9010586394182099,10.636638129430175,13.325674307281595,18.063868176378527,8.602117278836417,-3.454220749332599,5.7993003774279615,-1.771812574795181,-6.21506029641904
2004,0.0,-2.116192580318515,7.871103746662982,2.522581239068394,-6.013458528951489,-5.197661787719788,-0.2490288134032994,-1.7185123814784156,-2.4829420970266085,0.8550860719874791,-4.878689128233457,4.800405044646965,-1.1946239528675378,8.01664365276627,12.665083310319432,-2.600036822240636,0.33616864586209516,1.820012887784216,6.7034704961796905,10.11910153732854,0.9125287673754912,0.014986651937768158,-4.917628647703218,2.179582067568809,-5.4486974132376,6.47314738101813,-4.573800975789382,-1.1523704317407777,-1.1291724201417708,5.115787535671544,-1.5630304704041293,3.036803829513019,14.045641167265025,2.252213937218073,-2.817656264383693,12.362680659118105,9.22349258952407,20.902310595599737,-0.9184571481174686,5.082647519101535,8.626143790849667,3.8661327441774773,11.167154561355055,0.5582067568811553
2005,0.0,-5.8309122710116945,-1.5436987940716236,3.9716284635920047,9.195047408634814,2.3662708275798536,7.357433489827855,-0.4801804289791036,6.66342630949093,6.5303139096013965,-6.332983522047321,6.422885022553622,3.686624321089937,2.2831446193500824,8.553511921200403,8.423989689772618,-3.002135689956738,3.6385712970634216,16.81283255086072,18.44000736444812,7.096455859339038,5.539979747767646,10.292810457516339,7.321255638405596,2.098389026972285,-2.5362422903433703,-6.285206664825559,6.246138267513572,7.9876461382675075,6.771407530148203,3.1362238792230457,9.842658565773725,9.217140753014817,-1.7353585565681726,-0.9844610144527337,4.9169474362514904,10.240891098223322,20.765055693638956,10.05889717389303,20.911147933351742,18.543846083034147,5.134843045199297,19.49441222498389,6.063315842769029
2006,0.0,16.608469115345663,6.0801620178587825,4.950363619626252,6.493031390960134,-0.3073000092055622,2.325674307281595,15.683862653042432,6.127662708275793,12.65596980576268,9.02189082205652,3.731363343459442,6.6769584829236805,20.51761023658289,11.237300929761574,0.3033047960968389,9.283420786154835,14.471214213384883,7.367927828408355,-3.747509895977174,10.550750253152898,11.912528767375491,-3.3815888796833313,-3.3034336739390646,7.652379637300925,3.1389855472705506,5.657626806591175,-4.205118291448038,6.112473534014541,8.26270827579858,-1.2263831354137906,6.587480438184663,13.762570192396204,6.617582619902414,7.733572677897449,4.604878946883915,9.275688115621833,16.555721255638403,3.902862929209242,-3.078910061677256,1.8865690877289865,12.912804934180244,-3.5122157783301162,-0.6138451624781425
2007,0.0,5.568148761852157,-3.2719506581975537,5.463757709656626,20.78632053760471,7.288944122249838,-4.289625333701558,7.997311976433764,27.406867347878112,2.309104298996587,3.45740587314738,-3.726245052011418,1.2828684525453369,25.83630672926447,13.557102089662152,5.927717941636743,7.185381570468557,27.07463868176378,13.04067016477952,20.966933627911253,27.19918991070606,-0.2854828316303113,26.3433489827856,3.8871214213384846,3.2254257571573177,6.647132468010675,4.841830065359474,-8.04687471232625,2.923299272760744,-0.9620915032679775,-0.4967504372641116,6.245309767099322,20.325950474086348,11.767817361686454,3.0094633158427655,9.657902973395927,8.744619350087447,18.90700543128049,4.583337936113409,8.68220565221393,8.662321642271927,11.656798306176924,1.5825094356991585,-8.835330939887697
2008,0.0,1.0232716560802686,1.4085243487066137,8.254975605265578,1.15389855472705,7.001730645309763,-1.5163582804013664,3.6603884746386797,11.087342354782287,3.2005707447298164,6.79018687287121,0.5979747767651631,7.638847463868174,6.286734787811838,-0.7185123814784191,14.18482923685906,14.234263094909323,11.487784221669884,17.85425757157323,14.119653870938045,16.499935561078885,3.2243210899383214,-4.519396115253617,2.8354782288502207,11.854257571573228,2.4132191843873656,-1.8204179324311909,-6.33243118843782,13.356052655804099,7.775550032219456,8.644094633158424,12.200294577925064,4.885740587314736,-6.235772806775294,1.274859615207582,-6.880622295866708,14.179029733959311,11.286182454202333,12.209408082481815,3.4471877013716252,11.84072539814047,12.097560526558034,4.270717113136328,4.632495627358921
2009,0.0,12.692976157599183,-3.2827211635828064,11.744067016477949,11.448016201785876,11.07463868176378,7.995931142410015,9.540808248181897,21.734953511921198,2.6253152904354167,9.406867347878112,11.754009021448951,7.438074196814874,12.67833931694743,13.841001564945223,10.985436803829508,16.59907944398416,26.307447298168093,4.708165331860442,-1.2606278192028029,26.597422443155665,8.089551689220286,7.011672650280765,3.929098775660492,13.443045199300371,0.015815152352018913,11.392782840835864,16.26795544508883,11.113578201233544,24.46127220841388,2.7562183558869506,11.121310871766546,2.575605265580407,14.674749148485681,-7.945245328178224,13.327607474914842,7.0583448402835245,13.23232992727607,13.162459725674303,21.993445641167263,8.975218632053753,10.422332688944117,16.27679278284083,6.3121421338488375
2010,0.0,3.4966215594218895,-4.41583356347234,5.4966215594218895,15.985160637024762,-0.8124090950934431,-0.6627266869189015,5.469281045751629,12.051716836969526,25.09286569087729,8.314351468286844,10.499935561078885,2.0762956825922814,8.18041056798306,4.346662984442602,6.514572401730639,3.034870661879772,5.322360305624592,6.074362514959034,5.617306453097669,15.360471324680105,8.3472153180521,13.976047132468004,7.791015373285461,2.0760195157875287,4.789634539261712,12.182896069225812,3.6385712970634216,19.587480438184663,7.771683696952955,14.717278836417194,22.573395931142407,6.727497008192948,18.006977814600013,18.176820399521304,18.271269446745833,26.203884746386812,18.5501979195434,11.800405044646965,25.66563564392893,19.1630120592838,25.24144343183282,18.10115069501979,11.414047684801616
2011,,1.5322470772346435,-7.411967228205839,17.509877566049887,3.818632053760467,20.78714903801896,4.514020068121141,-2.7939059191751845,13.232053760471324,16.258289606922574,7.63387646138267,26.931584276903244,18.708441498665188,6.415428518825365,-16.835883273497195,18.821669888612718,2.863094909325227,16.23536776212832,14.665911810733682,14.515124735340144,14.812004050446468,17.712860167541194,23.75014268618245,18.207474914848568,6.243376599466075,-12.477694927736355,5.251661603608575,-0.7008377059744149,27.545226917057896,9.5419129154009,0.15141305348429768,25.17350639786431,7.7186596704409425,10.064420509988032,6.6043266132744165,12.42122802172512,28.18261990242106,21.57891926723741,13.737715179968696,12.918052103470494,10.466795544508877,23.1342907115898,9.86033324127773,10.210512749700818
