year,ref,CRCM5_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85
1981,0.0,9.333471416735712,8.181303507318418,-5.466859983429991,-3.219138359569179,-5.477354322010491,1.6425020712510374,-2.3342999171499557,17.91286937310135,-3.282656724661692,8.500276166804753,11.588649544324774,1.61101905550953,-4.14070698702016,1.067798950566143,14.227699530516432,2.117232808616407,-5.082159624413144,11.761529964098315,4.045429439381387,15.411626622479979,3.7043634355150488,-2.2583540458436886,8.406379453189729,-5.898232532449597,-0.14181165423916298,-1.9327533830433552,-4.611571389119028,2.938276719138358,-2.7383319524993084,17.969207401270374,1.0172604252968824,0.6643192488262883,4.109223971278652,7.36274509803922,8.874482187241092,11.1023198011599,15.969207401270367,-3.5524716929025146,-3.313587406793701,-4.837199668599837,12.118889809444909,3.9915769124551232,15.361916597624969
1982,0.0,32.82919083126209,12.521817177575258,-2.7714719690693173,9.840237503452087,4.515741507870757,9.289284727975698,3.2928748964374464,-1.767053300193318,-6.620684893675779,12.464650648991991,2.62151339409003,-0.809306821320078,0.604391052195524,4.260839547086441,-5.199530516431928,-8.764843965755318,-11.274095553714446,6.913974040320355,15.583402375034524,31.24040320353493,4.006213753106877,10.54529135597901,13.398646782656726,4.527064346865508,-2.048467274233637,3.9294393813863593,0.5091135045567512,9.331538249102458,-5.750759458713063,-1.4339961336647349,4.299779066556198,-9.095967964650647,4.6819939243303,16.206987020160177,11.693040596520298,2.134355150510906,-4.2009113504556765,-0.12027064346865757,-7.0244407622203795,-11.198149682408172,6.983568075117368,15.57705053852527,31.028859431096386
1983,0.0,7.65023474178404,-4.643882905274786,-1.704915769124554,11.413007456503728,5.276581054957198,-1.3978182822424756,-4.182684341342167,-14.356669428334712,-4.26001104667219,4.7805854736260684,6.201187517260429,7.1067384700359,8.712096106048051,-0.049295774647887924,31.863159348246334,9.818144159072084,17.095967964650647,16.20422535211268,5.857359845346593,17.460508146920738,7.069455951394644,12.144297155481915,-4.463269814968243,4.465755316210995,5.892156862745097,-3.862330847832091,8.340651753659209,-0.4988953327809966,-3.874758354045845,-13.78666114333057,-0.29867439933720163,9.583126208229771,7.603286384976528,26.451118475559234,4.265810549571945,5.164733499033417,32.418806959403476,2.960646230323114,-3.533140016570009,17.533692350179514,15.973626070146366,5.36274509803922,17.54611985639327
1984,0.0,11.801850317591828,-7.183512841756418,-5.090168461750899,22.396989781828232,0.08878762772715021,15.26442971554819,-3.23349903341618,21.79218447942558,-2.1738470035901685,3.3000552333609505,7.759320629660316,-3.5842308754487675,-6.382352941176471,-0.28376139188069516,22.248135874067934,-4.828362330847831,-1.0523336095001383,-4.449737641535485,17.012013256006632,35.123860811930406,11.645539906103288,23.40637945318972,-6.213338856669431,0.07608395470864338,-3.7858326429163185,-2.9324772162386097,-6.756006628003313,16.26608671637669,-2.0893399613366483,21.786384976525817,0.8242198287765845,-6.075807787903891,12.295636564484951,12.197873515603426,2.75048329190831,7.461888980944494,23.119165976249654,14.106462303231154,-1.8358188345760809,-0.8736536868268416,-4.156724661695662,16.94380005523336,35.366611433305714
1985,0.0,14.736674951670807,17.547224523612265,-2.373791770229218,1.1766086716376734,-4.9200497100248555,0.8294669980668345,8.557995028997517,11.543358188345763,-2.2426125379729385,8.210853355426678,2.557442695388012,2.474316487158241,-3.3193869096934563,14.125241645954155,11.694973764153552,-2.9087268710301046,-2.980530240265118,6.767881800607569,13.8888428610881,31.404998619165973,16.13325048329191,1.9090030378348501,17.528169014084504,-5.633664733499032,1.2265948632974357,8.552195526097762,-3.3431372549019613,2.05399061032864,-2.0747031206848945,11.962579397956368,14.550262358464515,-3.6800607566970456,17.08878762772715,2.853493510080092,7.646092239712786,2.482877658105494,12.323253244959957,5.887185860259599,4.500828500414251,-2.9946147473073736,6.433167633250484,14.238746202706437,31.424606462303238
1986,0.0,15.174951670809172,1.5419773543220145,-8.49254349627175,8.408864954432481,-9.147611157138911,16.39671361502348,-7.4613366473349885,12.537282518641263,-3.7018779342722965,9.155343827671913,-3.8744821872410924,16.578431372549026,-4.049019607843135,-6.256697045015187,15.301159900579954,8.662109914388289,8.823943661971832,11.614333057166526,7.260563380281688,37.04487710577188,17.029964098315382,8.229356531344934,1.0247169290251321,-9.281828224247448,15.299779066556198,-7.23046119856393,-4.454432477216237,17.586992543496272,-3.089616128141394,12.753521126760567,-6.452223142778237,8.22383319524993,17.662938414802547,9.92502071251036,8.45995581331124,-4.346451256558964,16.18296050814692,13.723695111847555,-5.214443523888427,8.658243579121788,11.315244407622203,7.291217895608952,37.19428334714167
1987,0.0,-1.283209058271197,-10.20947252140293,1.5168461750897535,8.578155205744267,-0.6402927368130378,-9.079950289975145,-2.1995305164319277,1.858188345760837,0.026097763048881006,-7.051505109085888,5.323253244959957,15.543634355150509,-5.086854460093896,2.4925434962717503,25.1216514774924,8.307787903893953,-6.81703949185308,7.814830157415081,13.395056614194978,19.14374482187241,-10.659072079536038,8.96506489919912,-9.532035349351005,-1.1768848384424189,14.255040044186693,-1.7225904446285583,-5.492819663076496,-7.865921016293839,1.2691245512289413,2.377105771886221,2.7667771333885653,7.743579121789558,-10.409141121237226,-6.192902513117922,-7.735570284451811,5.379315106324221,25.832504832919078,-5.865368682684341,0.4649268157967441,-6.593068213200773,7.845208505937585,13.234879867439936,19.239574703120688
1988,0.0,2.1766086716376734,13.365230599281965,-4.71043910521955,-2.987710577188622,-7.007042253521128,-1.5115990057995035,4.899613366473353,9.707677437172052,-4.735570284451811,1.6629384148025395,-3.3787627727147225,3.6786799226732967,-4.531483015741507,5.962027064346863,6.398922949461472,-5.569317867992268,4.880834023750346,-3.411350455675226,22.582021541010768,19.159486329743167,-8.395608947804476,-2.937448218724107,13.34589892294946,-7.681717757525547,3.0443247721623834,5.964512565589615,-5.469621651477489,-0.8858050262358432,-4.451118475559234,10.126070146368406,6.4646506489919915,-5.994614747307374,-8.114471140568902,-0.5262358464512573,1.0001380834023763,-2.998204915769122,8.053162109914389,-4.134355150510906,-1.3939519469759745,4.853493510080092,-3.969207401270367,21.926401546534102,19.58533554266777
1989,0.0,0.2862468931234474,-9.464374482187239,6.828638497652584,8.854322010494336,-0.004280585473622978,4.139878486605909,-4.562137531068764,2.862883181441589,7.363573598453463,-3.4177022921844795,-5.5168461750897535,10.902651201325604,6.224661695664182,5.9319248826291116,24.375724937862465,-2.417426125379727,-14.153134493233914,21.885252692626345,11.282932891466444,23.565451532725767,6.446699806683235,8.959817729908863,-8.138221485777407,-0.9830157415078702,10.13932615299641,-4.925849212924604,6.124413145539904,4.85100800883734,7.620408726871034,2.999033416183373,6.21030102181718,-3.7645677989505657,7.072217619442142,5.6966307649820465,-3.529826014913006,-5.640016570008285,25.097072631869644,11.183236674951672,-6.714029273681305,-13.649406241369789,21.482049157691243,11.044600938967136,23.77340513670257
1990,0.0,16.887738193869104,13.119718309859152,-1.2553162109914382,-3.0470864402098883,-0.2600110466721901,22.735294117647065,-6.356393261529966,6.3417564208782125,-9.275476387738195,12.954294393813868,-4.855979011322837,-0.8507318420325873,6.032173432753382,3.491991162662252,4.730046948356808,4.2312896989781805,-0.46409831538249335,11.801850317591828,15.892156862745097,34.2815520574427,11.5104943385805,-3.810687655343827,13.526235846451257,-0.28348522507594254,-1.3784866059099699,-5.8949185307926015,5.7007732670533,23.172742336371165,-8.929715548191105,6.519331676332506,3.6121237227285263,3.152305992819663,12.012841756420876,9.45028997514499,12.066970450151892,-5.031897265948629,5.508837337752006,16.298950566141947,0.8476940071803369,-0.6104667219000248,11.734189450428062,15.80958298812483,34.34065175365921
1991,0.0,4.758215962441312,2.765120132560064,4.797707815520575,6.761806130903068,-3.6002485501242774,2.411350455675226,-2.5756697045015216,5.184065175365923,-4.122756144711403,-1.8493510080088384,11.282932891466444,-8.008975421154375,-5.340927920463962,-0.9451808892571094,-1.3326429163214542,-2.7013256006627984,-0.14264015465340663,13.543910521955262,2.4541563104114914,8.022507594587132,2.5530240265120128,7.504418668875999,2.831123998895336,-3.372963269814967,-8.294255730461195,-1.8233913283623266,-5.428748964374485,3.425434962717482,-4.279342723004696,5.6866887600110445,-0.38732394366196843,-3.5486053576360135,2.997652582159624,7.494476663904997,-2.1639049986191665,11.008975421154375,0.4790113228389927,2.7388842861088136,-9.762910798122064,-0.33429991714995566,13.237917702292187,2.499447666390502,8.554128693731016
1992,0.0,5.925573046119858,-6.042391604529136,-11.086578293289143,2.9465617232808654,-3.6701187517260436,-13.675642087821046,-0.8642640154653378,-5.442004971002483,13.764567798950566,0.9391052195526086,-2.1600386633526654,3.6331123998895336,-0.7576636288318142,10.315244407622203,32.63974040320354,-1.5836785418392694,-6.10977630488815,7.224937862468934,16.074426953880142,20.295636564484944,-4.7112676056338,2.155619994476666,-6.207263186964923,-3.1771610052471715,2.8739298536315943,-1.116680475006902,-1.758492129246065,-12.766224799779067,15.490057995028998,-5.104805302402653,11.052057442695386,-1.8117923225628303,-4.274371720519191,10.152305992819663,0.7256282794808087,-3.244269538801433,33.1188898094449,-3.833885666942834,-4.176884838442419,-6.1487158243579145,6.556061861364263,15.54142502071251,20.453880143606746
1993,0.0,1.6054957194145274,3.9747307373653697,-1.0426677713338819,-3.5822977078155205,-1.7720243026788154,0.3182822424744529,-11.01781275890638,3.866197183098592,-1.9440762220381131,-2.4823253244959957,4.717895608947806,-2.730599281966306,-5.6563104114885405,3.0943109638221458,14.545567522783763,-3.1097763048881504,1.5930682132007732,1.9139740403203547,23.926125379729363,16.79881248273957,1.7678818006075687,-5.849903341618337,4.620961060480532,-2.5961060480530236,-3.544186688760007,-11.02305992819663,-5.712096106048051,0.5419773543220145,-2.0423916045291364,4.640845070422536,2.5386633526650115,-3.8559790113228374,2.618199392433027,14.909831538249101,-2.645263739298535,4.533692350179507,15.314968240817457,1.1064623032311545,-1.2155481911074304,1.3721347694007164,1.4063794531897287,23.537282518641256,16.580364540182266
1994,0.0,5.340927920463962,12.889119027892846,5.172190002761667,4.807925987296329,2.399475283070977,-1.7778238055785707,1.0388014360673878,6.849903341618337,-9.450842308754488,-2.3423087544877106,3.09099696216515,3.0570284451808902,-0.8985086992543501,1.407484120408725,9.978320905827118,-4.37103010218172,5.153410660038666,9.907898370615854,8.936067384700358,32.69607843137255,9.147058823529413,5.701049433858053,13.470726318696492,2.648853907760291,2.322148577740954,1.7935653134493208,-1.3309859154929597,-0.2920463960231956,-8.284313725490193,7.131869649268161,1.7060204363435503,-5.777547638773818,9.543634355150509,8.816487158243582,-2.758492129246065,2.7938414802540734,10.667909417288044,5.403617785142224,-9.292046396023196,5.181579674123171,9.732256282794808,10.10590996962165,32.74357912178956
1995,0.0,6.701049433858053,5.723418945042809,-9.285142225904444,7.229908864954432,-6.004280585473623,-13.42515879591273,4.93330571665286,-1.859569179784586,3.252002209334435,-7.497238331952495,-8.801021817177578,5.93551505109086,-2.992405412869374,0.8982325324495974,27.980530240265118,6.069179784589892,-3.581193040596517,5.42074012703673,19.13628831814416,16.744407622203816,-1.7239712786523071,7.52872134769401,5.589478044739025,-6.229908864954432,4.90900303783485,4.798812482739578,-3.6074288870477744,-11.842999171499585,4.4461474730737365,-1.513256006628005,0.8186964926815818,5.145677989505664,-1.5847832090582727,5.790803645401823,-7.3019884009941975,-9.179370339685171,28.62676056338028,-11.38980944490472,-0.8650925158795886,-3.7529687931510622,5.487848660590998,18.642225904446285,16.954846727423366
1996,0.0,13.546119856393261,-1.1917978458989253,-7.601905550952772,-7.039353769676886,-4.174123170394921,14.060618613642639,0.7847279756973222,21.40030378348522,-2.1050814692073985,-1.1782656724661678,-1.7532449599558149,7.978597072631871,-3.202016017674673,8.291494062413697,14.042115437724384,4.9570560618613655,-8.614609223971279,-9.852941176470587,6.752968793151062,38.56048053024026,17.523198011599,-6.714581607290803,-0.2633250483291931,-4.478182822424742,6.884700359016847,1.2486882076774393,-3.2906655619994467,14.281828224247448,-0.3732394366197198,21.33761391880696,8.877243855288597,4.118337475835403,18.248135874067934,9.084645125655896,-1.844932339132832,-2.324081745374208,14.76953880143607,24.049019607843142,-5.630350731842029,-8.505523336095003,-10.33706158519746,6.676746755040043,38.93441038387186
1997,0.0,10.263877381938691,14.272438552885944,-7.7910798122065685,11.691659762496549,-9.307787903893953,-8.21471969069318,-8.418254625793978,10.881662524164597,-0.6502347417840397,3.0907207953603972,7.282104391052194,-3.3365092515879553,0.5693178679922681,-2.4400718033692357,6.580088373377521,-11.30668323667495,-9.8932615299641,5.786661143330569,9.557442695388012,20.92281137807236,3.471002485501245,12.46299364816349,15.335128417564206,-9.298674399337202,-4.276028721347693,-7.759044462855563,0.4649268157967441,-7.173570836785416,0.28182822424744813,11.272990886495442,-1.3066832366749495,-11.82228666114333,4.186274509803923,9.227975697321185,2.473487986743997,6.359707263186962,7.702706434686554,-4.599420049710027,-4.685031759182543,-9.58008837337752,5.678956089478042,9.445595139464238,20.969483568075113
1998,0.0,7.400579950289973,8.4872963269815,10.524578845622756,6.708782104391055,5.993233913283625,8.41107428887048,-5.628693731013534,11.694421430544047,-7.075531621099145,9.500276166804753,9.723695111847555,-1.78224247445457,13.54529135597901,3.14374482187241,17.437586302126483,2.5030378348522504,3.574565037282518,36.489229494614754,11.675089754211541,32.44863297431649,5.799640983153829,6.358050262358468,9.03051643192488,5.842170671085334,-2.07497928748964,-5.317729908864955,13.121375310687654,9.945733222866615,-7.02526926263463,11.897404032035347,2.7687103010218195,2.113366473349906,6.385114609223969,9.90292736813035,9.259458713062692,9.441176470588239,18.633940900303777,4.712924606462302,-7.327948080640709,3.964512565589615,36.46824081745374,11.319663076498209,32.62952223142778
1999,0.0,3.617094725214031,6.512427506213754,3.9037558685446,2.7957746478873275,6.482877658105494,-7.50303783485225,-4.246755040044185,-9.079397956365646,-6.263601215133939,-10.33623308478321,12.644435238884284,3.844932339132839,2.864264015465345,-3.189312344656173,16.883871858602596,13.953465893399617,-3.680336923501791,13.232394366197184,2.5209886771610073,18.544739022369505,-21.895194697597347,3.3276719138359567,6.656862745098039,6.056752278376138,2.932201049433857,-3.2161005247169285,2.5842308754487746,-5.9457332228666075,-5.269124551228941,-7.805440486053577,-2.172190002761667,12.441728804197737,-21.960370063518365,6.994338580502621,-11.198702016017677,12.21692902513118,18.461612814139748,-12.923639878486604,0.4743164871582408,-3.5281690140845043,12.917840375586856,1.9020988677160986,18.586992543496272
2000,0.0,-5.14153548743441,10.526235846451257,-8.402513117923228,-9.633940900303784,-4.051505109085888,7.919773543220103,-7.260839547086441,11.339547086440213,-6.469621651477489,-7.049019607843135,1.7294946147473098,-3.120546810273403,-12.493371996686001,-3.651891742612534,-1.9631317315658663,6.650510908588785,11.446423639878489,-3.89850869925435,20.643882905274786,29.701601767467558,13.601905550952779,-10.003175918254627,10.776442971554822,-4.041563104114886,-4.045981772990885,-7.106462303231147,-12.374896437448221,8.964512565589615,-5.649130074565036,11.686136426401546,-3.810687655343827,5.786108809721071,13.759320629660316,16.33181441590721,-7.474868820767746,2.0040044186688775,-0.8115161557580777,12.630903065451534,7.625655896161284,11.871996685998347,-4.118889809444902,20.883043358188353,30.261115713891193
2001,0.0,11.803231151615577,6.458574979287491,-2.1222038111019046,2.4856393261529988,-0.5596520298260117,3.8432753383043377,3.813449323391332,-1.9625793979563682,3.5538525269262635,8.61101905550953,4.958160729080362,-20.295912731289697,2.017536592101628,6.808202154101075,-3.8167633250483277,-8.54004418668876,-1.0788456227561412,9.430129798398234,15.757939795636567,25.16031483015741,15.443109638221486,3.572631869649271,7.038525269262635,-0.9189450428058521,-20.06448494890914,4.225766362883185,1.7344656172328072,5.275752554542947,3.9438000552333605,-1.1412593206296577,7.284589892294946,-9.827257663628828,16.080778790389395,8.349489091411215,7.884424192212094,4.61322838994753,-3.2174813587406774,4.343965755316212,1.775062137531073,-0.9007180336923497,9.14457332228666,15.741922120961064,25.462717481358744
2002,0.0,8.05923777961889,-1.8333333333333357,1.5439105219552616,6.467136150234744,-1.8675780171223408,6.351974592653967,-9.906517536592098,8.793012979839823,-4.384286108809718,6.616818558409278,8.355840927920468,-16.21775752554543,6.437862468931236,5.4025131179232275,-0.7620822977078134,-9.794669980668324,-2.7792046396023196,7.563242198287767,12.148439657553162,18.55882352941176,0.2707815520574428,7.3503175918254655,-1.53700635183651,-1.7673294669980635,-15.484258492129243,-8.787765810549573,5.767881800607569,7.21996685998343,-5.09099696216515,9.034935100800887,5.427920463960234,-10.224385528859429,0.4895056614194999,9.52734051367026,6.436757801712233,7.46824081745374,0.906517536592105,3.1208229770781557,-1.4218447942557333,-2.5115990057995035,6.981634907484121,11.612123722728526,18.916459541563107
2003,0.0,6.741093620546813,2.1222038111019046,2.926953880143607,-4.9874344103838695,-2.453880143606739,22.45332780999724,5.811239988953325,5.201187517260429,-11.144020988677163,0.6615575807787906,0.41052195526097535,7.40803645401823,0.9357912178956127,-9.02747859707263,8.67205191935929,4.169704501518915,12.388152444076226,18.3008837337752,10.253659210162937,36.91894504280585,18.19290251311792,-4.997100248550126,3.3243579121789537,-2.471002485501245,6.5988677161005285,6.275200220933442,0.5267881800607555,23.123860811930406,-10.084645125655896,5.662386081193041,-9.116128141397404,3.1929025131179216,18.978044739022373,6.327395747031204,0.6471969069317893,-0.6140568903617805,9.77257663628832,21.248135874067934,2.6471969069317893,12.753521126760567,18.19235017950843,10.582021541010768,36.95401822700911
2004,0.0,14.240955537144437,0.1835128417564249,3.6516155758077886,4.53700635183651,-2.454432477216237,-2.243441038387182,5.383457608395474,16.123584645125653,-0.05481911074289059,16.710162938414804,-0.41991162662247916,-3.3097210715272,5.740817453742061,-1.1409831538249122,13.427091963545983,-9.51132283899475,3.965341066003866,8.752968793151062,3.619580226456783,24.07718862192764,0.6190278928472779,4.85625517812759,0.5008285004142508,-2.8830433581883455,-3.9391052195526086,6.243441038387189,5.414664457332229,-1.0183650925158787,0.1299364816349069,16.04957194145264,-1.7739574703120695,-10.79881248273957,1.1495443247721653,16.535625517812754,15.50082850041425,-0.8750345208505905,14.73032311516156,13.598591549295776,14.652996409831538,4.579812206572768,7.872825186412591,3.559652029826019,24.120822977078156
2005,0.0,18.3141397404032,6.145677989505664,-5.705744269538798,7.763186964926817,-4.07276995305164,-2.866197183098592,-1.1672190002761695,6.7535211267605675,0.15810549571941834,13.398922949461472,-7.369649268157964,6.078845622756148,2.121927644297159,3.264153548743444,16.730599281966313,9.255316210991438,-1.9766639049986168,9.24868820767744,26.39588511460922,14.434824634078986,2.110052471692903,7.758492129246065,6.163628831814414,-4.610742888704777,5.4328914664457315,-0.7029826014912999,1.7717481358740699,-2.2671913835956943,0.681165423916049,7.110880972107154,4.057304611985643,8.637807235570286,2.3442419221209647,3.244821872410938,12.809030654515325,-7.800193316763327,17.282104391052194,5.316072908036453,3.6126760563380316,-2.2801712234189466,8.695802264567803,26.564070698702018,14.500276166804753
2006,0.0,13.421016293841483,9.396713615023472,4.440624136978734,3.177437172051917,-0.5480530240265082,2.617647058823529,7.312206572769952,4.4210162938414825,5.522645677989509,6.794946147473077,6.700497100248548,0.5168461750897535,6.969759734879865,2.5367301850317574,24.96009389671361,-8.042391604529136,8.424882629107984,15.43206296603148,15.388704777685724,21.30613090306546,-0.9114885390776024,1.825876829605079,3.0694559513946444,4.13545981772991,-4.253935376967689,10.439795636564483,-2.5104943385805,-16.77616680475007,-3.1249654791494024,0.2782380557856925,-8.205882352941174,-10.38594310963822,-2.6159900579950275,9.414112123722731,5.360535763601213,0.7772714719690725,1.8465893399613407,4.211129522231431,6.081607290803646,-13.432891466445732,9.73032311516156,10.34755592377796,23.856531344932343
2007,0.0,0.367163766915219,3.846313173156588,-5.9993095829881256,-7.022783761391878,-5.989919911626622,9.135735984534662,3.361088097210718,8.380143606738471,2.4301297983982337,-4.429853631593481,12.56959403479702,-0.804059652029828,-10.65023474178404,6.107566970450151,29.80709748688208,0.5773267053300231,6.9418668876001135,1.0890637945318957,22.969759734879865,36.039353769676886,10.18157967412317,6.142916321458159,8.786384976525824,0.918392709196354,-6.009803921568626,12.422120961060479,0.7968793151063238,0.076360121513396,-8.737503452085058,-4.508008837337748,-5.293151063242199,2.4033416183374783,8.692212096106047,14.902098867716099,4.427091963545983,2.088235294117645,6.21775752554543,12.361640430820216,5.45249930958299,-4.429853631593481,4.155067660867168,7.273543220104941,35.575393537696776
2008,0.0,2.1964926815796773,-0.005937586302124487,-5.641397404032034,3.498619165976251,-15.02830709748688,7.945457056061862,0.8620546810273382,1.5477768572217627,1.1879315106324242,1.334852250759461,0.8001933167633268,5.4210162938414825,-15.651339409003036,-2.4585749792874907,16.78224247445457,4.793289146644575,9.347279756973215,-0.050400441866884194,13.912317039491853,43.51905550952775,18.148439657553162,-5.7270091135045575,0.5408726871030112,14.288456227561447,11.542529687931513,6.335680751173712,12.245650372825189,3.608257387462025,-3.582573874620273,-2.4812206572769924,9.874206020436347,0.7968793151063238,10.05481911074289,8.708782104391055,-1.2707815520574428,2.2484120408726866,28.399199116266225,7.514360673847001,-6.578155205744267,-0.8656448494890938,31.692488262910793,19.576774371720525,33.4884009942005
