year,ref,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85
1981,0.0,-15.783333333333331,24.21666666666667,-14.783333333333331,-0.5333333333333314,-13.033333333333331,10.216666666666669,-14.783333333333331,24.21666666666667,0.7166666666666686,-13.783333333333331,-6.533333333333331,-0.5333333333333314,-9.533333333333331,20.46666666666667,22.46666666666667,19.71666666666667,-5.783333333333331,14.716666666666669,29.96666666666667,33.21666666666667,18.46666666666667,-15.533333333333331,-1.7833333333333314,-14.533333333333331,8.716666666666669,-14.283333333333331,24.21666666666667,3.7166666666666686,-11.283333333333331,-7.533333333333331,7.716666666666669,-9.283333333333331,19.21666666666667,23.96666666666667,20.21666666666667,3.2166666666666686,-17.78333333333333,6.216666666666669,-5.033333333333331,15.716666666666669,29.96666666666667,33.46666666666667,18.46666666666667
1982,0.0,-7.033333333333331,29.96666666666667,6.216666666666669,15.466666666666669,6.466666666666669,18.96666666666667,4.966666666666669,-15.783333333333331,2.7166666666666686,-10.783333333333331,4.466666666666669,-0.28333333333333144,4.216666666666669,-12.283333333333331,6.716666666666669,10.216666666666669,-6.533333333333331,5.966666666666669,33.96666666666667,10.466666666666669,22.21666666666667,8.466666666666669,19.46666666666667,5.966666666666669,23.71666666666667,2.9666666666666686,-15.783333333333331,2.7166666666666686,-11.033333333333331,4.966666666666669,-0.28333333333333144,4.216666666666669,-11.533333333333331,6.716666666666669,11.966666666666669,-14.783333333333331,-6.783333333333331,18.46666666666667,-5.533333333333331,6.466666666666669,34.46666666666667,12.466666666666669,21.96666666666667
1983,0.0,4.216666666666669,-3.7833333333333314,3.4666666666666686,-12.783333333333331,-4.283333333333331,-7.283333333333331,0.7166666666666686,-29.78333333333333,7.716666666666669,-0.03333333333333144,-8.033333333333331,8.966666666666669,13.716666666666669,15.466666666666669,-3.5333333333333314,-0.28333333333333144,37.21666666666667,24.71666666666667,43.71666666666667,44.46666666666667,27.21666666666667,5.966666666666669,-5.283333333333331,2.4666666666666686,-9.533333333333331,0.9666666666666686,-29.53333333333333,8.466666666666669,-2.0333333333333314,-5.283333333333331,5.716666666666669,14.716666666666669,15.716666666666669,-1.0333333333333314,0.46666666666666856,-2.2833333333333314,-7.533333333333331,30.21666666666667,37.21666666666667,24.21666666666667,43.71666666666667,44.46666666666667,26.71666666666667
1984,0.0,-2.0333333333333314,15.716666666666669,32.46666666666667,-12.533333333333331,-2.7833333333333314,22.21666666666667,-3.7833333333333314,23.46666666666667,-4.533333333333331,-3.7833333333333314,-9.783333333333331,0.21666666666666856,-13.783333333333331,1.7166666666666686,30.96666666666667,14.966666666666669,-6.033333333333331,-1.7833333333333314,64.46666666666667,21.21666666666667,17.21666666666667,34.21666666666667,-13.533333333333331,-4.533333333333331,22.21666666666667,-4.283333333333331,22.96666666666667,-3.7833333333333314,-2.0333333333333314,-5.783333333333331,-3.7833333333333314,-13.533333333333331,1.2166666666666686,31.21666666666667,12.466666666666669,26.46666666666667,-8.033333333333331,14.216666666666669,-8.783333333333331,-6.783333333333331,64.46666666666667,23.71666666666667,17.21666666666667
1985,0.0,-14.783333333333331,12.966666666666669,-10.783333333333331,14.716666666666669,-17.78333333333333,-4.283333333333331,7.966666666666669,15.216666666666669,-2.7833333333333314,-8.283333333333331,8.966666666666669,-1.2833333333333314,-7.783333333333331,-13.783333333333331,27.71666666666667,-7.283333333333331,-5.033333333333331,8.716666666666669,51.96666666666667,21.21666666666667,18.21666666666667,-11.283333333333331,17.21666666666667,-17.78333333333333,-1.5333333333333314,11.716666666666669,15.216666666666669,-4.033333333333331,-8.783333333333331,7.716666666666669,-2.0333333333333314,-6.283333333333331,-13.783333333333331,26.21666666666667,-5.533333333333331,-6.533333333333331,23.46666666666667,7.216666666666669,-5.033333333333331,8.716666666666669,51.96666666666667,21.21666666666667,17.96666666666667
1986,0.0,-6.283333333333331,13.466666666666669,7.466666666666669,-4.283333333333331,-15.783333333333331,12.966666666666669,-11.783333333333331,8.716666666666669,20.71666666666667,-1.0333333333333314,-21.28333333333333,5.466666666666669,1.9666666666666686,14.216666666666669,21.71666666666667,-14.783333333333331,17.96666666666667,-6.033333333333331,55.21666666666667,27.71666666666667,5.216666666666669,1.2166666666666686,-0.7833333333333314,-15.283333333333331,17.21666666666667,-10.033333333333331,7.966666666666669,20.71666666666667,-1.5333333333333314,-21.28333333333333,0.46666666666666856,2.2166666666666686,14.216666666666669,21.71666666666667,-15.283333333333331,17.96666666666667,-11.783333333333331,14.466666666666669,19.96666666666667,-7.033333333333331,55.21666666666667,28.21666666666667,5.216666666666669
1987,0.0,6.966666666666669,-19.53333333333333,7.966666666666669,-16.28333333333333,3.7166666666666686,-17.78333333333333,-10.283333333333331,-10.283333333333331,5.716666666666669,-6.783333333333331,11.216666666666669,-15.783333333333331,-6.283333333333331,4.716666666666669,-19.78333333333333,4.716666666666669,-8.533333333333331,15.966666666666669,26.46666666666667,36.46666666666667,17.21666666666667,11.466666666666669,-15.783333333333331,3.9666666666666686,-16.28333333333333,-6.783333333333331,-8.283333333333331,5.216666666666669,-3.7833333333333314,7.466666666666669,-15.783333333333331,-13.283333333333331,4.966666666666669,-19.78333333333333,2.2166666666666686,-13.283333333333331,1.9666666666666686,-18.53333333333333,-6.283333333333331,13.716666666666669,26.46666666666667,36.96666666666667,16.96666666666667
1988,0.0,-6.783333333333331,-11.283333333333331,-4.533333333333331,3.4666666666666686,-7.533333333333331,-9.533333333333331,-8.783333333333331,15.216666666666669,3.4666666666666686,-9.783333333333331,0.46666666666666856,10.216666666666669,-13.033333333333331,-17.78333333333333,-18.03333333333333,-7.533333333333331,7.216666666666669,-3.7833333333333314,43.46666666666667,8.466666666666669,17.96666666666667,-7.283333333333331,6.966666666666669,-4.783333333333331,-10.783333333333331,-9.783333333333331,15.216666666666669,-0.03333333333333144,-9.783333333333331,1.2166666666666686,1.7166666666666686,-13.533333333333331,-16.78333333333333,-18.28333333333333,-6.533333333333331,-19.53333333333333,4.966666666666669,-9.783333333333331,7.466666666666669,-5.033333333333331,43.46666666666667,10.966666666666669,18.21666666666667
1989,0.0,-2.0333333333333314,-12.283333333333331,5.716666666666669,-8.283333333333331,-0.7833333333333314,2.4666666666666686,4.216666666666669,-5.533333333333331,7.216666666666669,14.716666666666669,8.716666666666669,-11.783333333333331,8.216666666666669,13.716666666666669,1.2166666666666686,-3.7833333333333314,-9.783333333333331,38.46666666666667,24.46666666666667,36.96666666666667,17.21666666666667,7.466666666666669,-7.783333333333331,1.7166666666666686,1.7166666666666686,2.9666666666666686,-5.533333333333331,3.7166666666666686,14.216666666666669,8.466666666666669,-13.283333333333331,13.716666666666669,6.216666666666669,1.2166666666666686,-2.7833333333333314,17.46666666666667,-15.783333333333331,15.716666666666669,-6.283333333333331,38.96666666666667,24.46666666666667,36.96666666666667,17.21666666666667
1990,0.0,-11.783333333333331,11.716666666666669,8.216666666666669,0.21666666666666856,5.466666666666669,21.21666666666667,-11.533333333333331,-10.533333333333331,-8.283333333333331,-6.283333333333331,7.466666666666669,11.966666666666669,2.7166666666666686,-7.783333333333331,7.216666666666669,-2.0333333333333314,-10.283333333333331,40.71666666666667,55.96666666666667,2.9666666666666686,17.96666666666667,8.966666666666669,0.21666666666666856,4.716666666666669,21.21666666666667,-11.533333333333331,-10.283333333333331,-6.283333333333331,-6.283333333333331,1.4666666666666686,9.466666666666669,-0.03333333333333144,-7.783333333333331,8.716666666666669,-3.2833333333333314,10.966666666666669,9.966666666666669,17.21666666666667,-7.783333333333331,39.96666666666667,55.96666666666667,1.4666666666666686,17.96666666666667
